location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Kullu,9.0,3706,5,4,0,15.2,311.27
Bilaspur,6.4,1280,2,2,6,17.3,112.33
Palampur,8.9,1395,5,5,26,16.3,154.5
Kullu,5.1,1826,5,4,20,21.9,150.6
Chamba,8.3,3500,3,2,19,14.4,223.85
Kullu,4.0,3877,5,4,22,10.3,209.76
Kullu,5.1,2090,4,3,19,19.3,145.87
Bilaspur,6.1,2925,4,3,13,6.9,209.88
Chamba,5.3,3710,1,1,0,19.1,203.84
Palampur,5.7,3463,1,1,1,7.4,239.92
Chamba,8.7,2884,1,1,27,12.3,171.69
Chamba,4.8,2392,1,1,29,18.6,102.07
Solan,8.2,3945,5,5,9,15.9,307.26
Kullu,3.5,1336,1,1,9,2.6,106.42
Chamba,8.4,1769,1,1,16,11.4,146.43
Chamba,8.5,2995,5,5,25,20.4,251.03
Chamba,5.8,573,2,1,23,24.9,31.67
Chamba,8.1,2251,5,4,22,11.9,207.69
Palampur,9.4,3490,5,4,1,2.6,338.56
Mandi,8.6,1118,3,3,17,9.5,160.73
Solan,5.7,3310,5,5,30,12.5,231.46
Palampur,6.4,1943,5,4,23,2.3,178.85
Shimla,8.5,3511,1,1,32,21.7,201.62
Bilaspur,5.0,2721,1,1,27,13.7,135.27
Dharamshala,8.6,1050,2,1,35,10.7,98.39
Chamba,5.3,3073,3,2,22,10.2,188.89
Dharamshala,8.6,696,4,4,22,1.2,157.84
Shimla,3.6,1351,1,1,22,13.2,83.85
Mandi,3.3,3609,1,1,10,12.2,179.52
Bilaspur,10.0,3565,2,2,17,9.0,255.66
Shimla,9.1,662,2,1,6,16.6,102.07
Shimla,9.2,1828,5,5,17,10.6,209.01
Chamba,9.7,829,2,2,5,14.5,122.7
Shimla,6.1,1448,5,4,19,22.2,113.82
Bilaspur,5.0,3886,1,1,38,9.4,180.52
Bilaspur,3.9,1182,1,1,18,10.2,63.67
Palampur,6.5,2745,5,4,29,21.7,184.44
Kullu,4.5,3314,2,1,17,9.3,174.19
Palampur,9.5,3583,1,1,36,11.3,192.01
Bilaspur,3.0,1739,3,3,8,20.1,75.0
Palampur,4.0,2939,1,1,33,15.0,121.24
Bilaspur,4.7,2191,1,1,28,23.4,75.33
Chamba,4.4,875,3,2,35,12.0,43.23
Dharamshala,4.6,1279,3,2,5,12.2,134.7
Solan,7.6,3118,3,3,35,1.6,235.28
Shimla,5.3,2901,3,3,36,5.3,177.65
Mandi,7.3,2323,1,1,11,13.7,163.32
Chamba,9.2,3233,2,2,24,5.1,238.57
Bilaspur,7.2,2919,2,2,23,11.6,174.73
Dharamshala,7.9,1687,2,2,1,7.4,188.96
Solan,5.6,1528,3,3,21,1.0,156.78
Dharamshala,4.1,3807,2,1,26,12.1,160.36
Chamba,5.2,3901,4,4,8,16.3,242.37
Dharamshala,9.7,607,5,4,14,8.8,168.12
Bilaspur,7.4,3267,4,4,23,19.5,209.8
Palampur,4.9,965,2,2,37,4.1,101.26
Dharamshala,6.2,3514,3,2,2,2.7,279.98
Palampur,8.8,2560,3,2,37,23.4,153.75
Dharamshala,7.7,2907,4,3,32,23.1,176.21
Dharamshala,6.9,2954,2,1,33,10.5,171.2
Shimla,9.2,2617,1,1,1,10.8,206.89
Chamba,7.7,1377,4,3,22,21.4,113.9
Bilaspur,7.5,3325,4,3,14,13.5,243.26
Mandi,4.3,2439,1,1,36,3.4,149.47
Mandi,3.7,2407,4,3,29,3.3,175.83
Solan,9.8,1614,1,1,25,3.7,175.69
Palampur,7.2,535,4,3,1,19.6,79.41
Mandi,5.9,2439,4,3,35,15.2,128.72
Mandi,7.1,1707,1,1,19,7.8,147.94
Chamba,3.4,2807,4,3,6,4.5,213.6
Chamba,8.8,1775,1,1,34,3.5,158.67
Palampur,4.5,3904,2,2,36,18.7,167.4
Solan,8.6,2883,4,4,19,22.2,225.2
Dharamshala,6.7,2094,2,1,26,13.5,144.02
Mandi,4.9,2978,5,5,24,19.4,195.44
Kullu,3.2,2768,5,4,12,7.4,166.46
Shimla,8.7,2671,5,5,29,14.8,222.78
Mandi,4.2,2523,1,1,39,11.2,128.57
Mandi,3.4,3761,1,1,37,2.6,181.69
Dharamshala,8.3,1611,1,1,27,12.4,137.25
Palampur,5.5,2013,3,3,14,21.2,128.86
Bilaspur,5.7,1385,3,2,36,1.8,120.26
Shimla,4.7,2493,4,4,37,12.2,164.66
Solan,9.0,3957,2,2,0,21.9,251.66
Kullu,5.1,2629,1,1,13,19.9,122.22
Solan,4.5,1223,4,3,22,12.6,94.12
Dharamshala,5.2,3725,4,4,23,4.7,242.2
Palampur,4.4,3265,4,4,28,21.3,148.61
Shimla,5.2,2040,2,1,20,4.3,151.08
Kullu,3.6,1013,3,2,0,7.3,102.02
Shimla,4.1,1909,5,5,6,3.5,190.7
Bilaspur,5.9,3315,4,4,30,11.7,182.64
Shimla,9.2,2519,5,5,27,15.9,227.78
Kullu,3.4,1150,3,3,26,20.8,68.15
Palampur,4.5,1054,1,1,17,11.8,72.85
Bilaspur,9.4,3885,4,4,10,24.3,269.1
Dharamshala,9.2,2065,3,2,12,15.1,197.78
Kullu,7.8,2900,1,1,27,15.3,186.47
Shimla,4.7,1762,1,1,20,4.8,120.93
Shimla,5.9,815,2,2,5,5.2,121.19
Mandi,4.5,1941,1,1,15,14.6,123.15
Shimla,3.9,2926,4,3,32,18.2,154.54
Palampur,5.7,1666,4,4,23,5.5,143.82
Kullu,7.0,2612,2,1,34,12.4,170.82
Kullu,5.5,2033,1,1,20,9.2,124.84
Kullu,7.3,1681,1,1,19,11.2,128.98
Dharamshala,5.1,1392,5,4,37,5.9,126.85
Dharamshala,5.4,1412,2,1,20,3.9,129.0
Bilaspur,8.5,1394,1,1,5,8.4,172.9
Dharamshala,9.1,3015,4,4,16,21.8,225.43
Kullu,5.3,1680,5,5,25,20.2,146.02
Mandi,7.0,3094,1,1,13,3.0,216.01
Palampur,4.9,1588,5,5,16,2.7,183.28
Shimla,3.4,1645,4,3,34,12.6,94.83
Kullu,8.2,3734,2,1,17,7.3,245.03
Kullu,4.2,3566,4,4,12,20.7,221.13
Kullu,6.0,1902,3,2,4,12.4,149.62
Kullu,6.4,1440,4,3,16,21.4,110.92
Solan,4.3,3004,1,1,30,3.2,143.35
Chamba,3.7,744,2,1,11,24.3,45.1
Kullu,5.4,2097,4,4,18,19.3,161.02
Shimla,9.7,2599,5,4,26,18.4,222.91
Dharamshala,7.3,2865,1,1,37,23.5,121.97
Chamba,5.7,874,2,1,32,12.0,64.85
Solan,3.3,510,4,4,11,4.1,85.39
Shimla,7.2,1468,5,5,6,12.7,164.28
Solan,3.6,917,4,4,26,20.5,50.85
Shimla,6.8,2275,4,3,10,21.6,173.36
Solan,8.3,3718,2,1,15,12.5,234.4
Chamba,6.0,1502,1,1,4,18.4,108.37
Bilaspur,5.1,2087,4,4,30,6.6,133.62
Bilaspur,3.3,1252,4,3,6,6.1,139.46
Shimla,3.2,653,3,3,15,14.9,48.32
Bilaspur,6.0,2961,3,3,16,10.8,209.25
Palampur,9.2,1397,2,1,1,4.4,184.31
Palampur,4.7,2414,3,3,31,19.2,127.6
Shimla,7.0,2890,2,1,24,13.5,163.02
Shimla,7.8,3439,3,3,21,13.2,221.77
Bilaspur,3.4,1149,1,1,7,5.1,76.22
Chamba,4.1,2534,4,4,2,6.4,194.61
Chamba,5.3,3687,2,1,2,17.5,222.98
Chamba,7.7,2192,4,4,25,21.4,167.52
Kullu,6.1,642,3,2,29,4.8,80.35
Dharamshala,8.1,1414,5,5,31,20.4,140.86
Palampur,9.1,3281,2,2,32,19.8,199.14
Palampur,8.3,3272,2,1,15,20.5,198.98
Bilaspur,9.9,1600,2,2,0,14.8,180.58
Dharamshala,8.3,1189,4,3,9,9.1,175.44
Bilaspur,9.0,1521,1,1,31,19.4,101.09
Palampur,8.8,1347,4,4,30,12.3,148.77
Kullu,8.1,3093,5,5,20,5.9,272.6
Shimla,8.6,3445,4,3,0,10.4,283.93
Shimla,9.5,663,1,1,31,11.7,110.17
Kullu,6.3,3094,3,2,32,12.9,199.19
Mandi,7.5,3133,3,3,9,22.5,189.01
Solan,6.6,2645,2,2,32,10.6,166.1
Bilaspur,9.0,3549,3,3,25,7.5,252.86
Kullu,6.0,636,4,3,35,24.1,36.31
Shimla,8.7,2949,5,5,25,6.4,245.41
Dharamshala,8.6,945,2,2,3,0.8,160.98
Solan,9.7,3639,2,1,25,21.3,220.13
Mandi,4.7,2249,2,2,4,23.9,114.95
Mandi,8.0,818,3,3,10,17.2,118.09
Shimla,8.3,3112,3,3,34,10.5,243.45
Mandi,9.6,3122,4,3,38,13.8,205.45
Bilaspur,9.3,2124,2,2,19,20.9,175.86
Palampur,7.0,1586,2,2,11,22.2,115.99
Dharamshala,7.1,560,1,1,15,3.0,93.75
Bilaspur,4.2,3677,1,1,9,21.8,143.61
Bilaspur,9.8,1144,1,1,22,15.6,130.15
Bilaspur,4.8,3449,2,1,16,1.3,194.92
Mandi,8.1,2560,4,4,2,3.2,260.77
Dharamshala,8.6,2898,4,3,24,1.6,268.43
Dharamshala,6.1,2929,5,4,25,23.7,163.6
Chamba,4.5,3503,3,3,26,10.9,207.99
Bilaspur,4.3,616,3,3,37,18.0,33.53
Shimla,9.0,3969,5,5,28,0.5,289.52
Palampur,6.6,651,1,1,27,19.9,30.57
Shimla,3.6,3996,4,4,8,12.3,236.07
Shimla,8.0,1414,5,4,18,23.1,147.51
Shimla,4.8,3460,3,2,17,13.3,177.04
Bilaspur,9.1,792,2,1,38,19.8,77.88
Solan,5.2,2113,4,4,18,15.9,159.0
Mandi,4.4,2396,5,4,27,13.3,168.31
Shimla,3.6,3840,2,2,21,23.7,157.44
Shimla,6.6,932,3,3,2,12.6,131.22
Solan,6.2,627,1,1,37,22.4,35.26
Bilaspur,8.3,2768,2,2,26,1.4,226.57
Kullu,6.3,672,4,3,9,16.6,112.46
Palampur,5.4,3220,3,3,2,22.8,192.42
Kullu,4.8,634,1,1,37,22.5,8.0
Dharamshala,4.9,3896,2,1,12,12.4,215.67
Shimla,9.5,2364,1,1,0,12.1,195.38
Chamba,4.2,3819,4,4,24,20.4,210.28
Chamba,9.9,943,5,5,0,8.7,182.86
Chamba,5.3,1456,1,1,8,23.5,72.22
Kullu,3.6,2092,2,1,35,6.6,103.23
Mandi,4.7,602,5,5,1,2.3,142.74
Solan,3.4,860,5,5,30,19.4,69.77
Palampur,8.5,1652,4,4,24,10.4,191.89
Bilaspur,6.6,3079,4,3,12,9.2,228.33
Chamba,5.4,2979,5,5,11,8.4,218.82
Solan,7.6,803,2,1,18,24.5,69.44
Chamba,7.4,709,5,4,21,14.5,116.42
Palampur,9.6,2796,5,5,35,24.8,211.72
Solan,9.7,1758,2,1,10,8.9,171.24
Solan,7.8,3272,1,1,23,10.6,201.05
Shimla,8.7,1543,3,2,27,5.7,182.5
Shimla,8.5,1769,4,3,0,11.0,202.46
Dharamshala,6.4,1267,5,4,35,2.0,134.08
Mandi,7.9,1432,1,1,39,0.5,123.11
Palampur,3.5,2971,2,1,3,11.6,138.92
Solan,8.3,2149,4,3,10,18.8,185.36
Chamba,9.7,2806,1,1,31,11.2,214.58
Dharamshala,3.6,775,4,3,32,13.2,42.28
Bilaspur,8.9,2374,2,1,6,11.4,183.34
Solan,9.5,2105,1,1,36,13.4,142.47
Shimla,4.6,3687,2,1,13,19.5,193.02
Solan,6.7,1982,4,4,11,20.2,179.49
Bilaspur,9.5,860,5,4,14,21.0,150.38
Solan,9.7,2940,1,1,26,5.7,203.56
Chamba,3.9,1023,3,3,8,11.7,92.86
Solan,5.4,3681,2,2,21,20.9,204.75
Kullu,7.9,1842,4,4,3,23.6,164.38
Mandi,4.6,3245,4,4,5,13.8,213.67
Bilaspur,5.3,2795,5,4,30,12.6,186.28
Palampur,3.2,2127,2,2,15,19.2,78.9
Shimla,4.1,2544,2,2,31,24.8,108.52
Kullu,6.9,1139,2,2,29,10.9,111.33
Bilaspur,7.6,759,4,4,39,4.5,96.18
Dharamshala,7.5,3182,3,2,5,20.9,195.65
Palampur,8.4,3854,1,1,37,17.9,192.72
Kullu,5.9,3516,5,5,35,4.1,250.07
Mandi,4.9,1567,1,1,17,8.4,94.28
Chamba,3.1,1753,5,4,5,14.1,138.97
Dharamshala,4.4,1756,1,1,5,18.4,93.82
Bilaspur,5.2,2958,3,3,20,19.6,165.28
Palampur,4.2,2682,2,1,0,4.3,187.15
Dharamshala,3.1,3287,4,3,3,5.8,215.74
Kullu,4.1,3808,3,2,21,18.7,186.22
Mandi,7.7,1873,2,1,22,3.3,168.82
Mandi,7.4,2819,3,2,34,12.7,183.65
Kullu,9.5,2251,5,4,38,13.9,195.01
Mandi,8.6,3841,2,2,10,8.8,263.63
Mandi,7.0,1739,2,2,13,20.0,148.52
Dharamshala,4.0,1156,1,1,7,1.9,94.64
Chamba,6.9,1825,4,3,8,19.5,171.68
Solan,3.4,2665,4,4,17,16.3,144.31
Chamba,6.0,3836,4,3,39,12.9,225.77
Solan,5.7,3401,1,1,35,21.9,165.98
Palampur,6.0,564,4,3,36,5.5,85.08
Solan,5.0,2281,5,5,18,20.1,148.61
Palampur,7.8,1056,5,4,26,5.1,151.64
Bilaspur,8.9,1767,5,5,28,24.8,158.24
Shimla,8.4,3803,2,2,9,1.3,286.91
Chamba,7.4,3946,4,3,18,14.1,257.66
Solan,6.8,1037,3,3,22,4.6,124.45
Dharamshala,3.2,993,3,3,14,10.5,102.99
Mandi,8.1,2937,2,2,18,4.1,221.73
Kullu,6.8,1938,4,3,17,5.2,174.71
Bilaspur,4.9,2014,5,5,2,2.0,212.6
Kullu,5.3,3556,4,4,30,0.7,247.17
Kullu,9.5,3722,5,4,36,18.1,273.21
Shimla,7.4,3651,5,4,30,11.6,272.55
Palampur,6.3,3240,1,1,37,1.6,193.18
Palampur,7.3,3931,5,4,17,23.5,244.29
Shimla,5.9,3019,5,4,2,16.8,198.99
Dharamshala,6.3,3596,3,3,10,7.0,235.07
Palampur,5.0,2391,4,4,34,11.2,154.94
Shimla,6.1,678,4,3,5,12.5,99.29
Kullu,7.8,3357,4,3,21,14.5,213.19
Chamba,3.3,3754,5,5,0,21.5,219.87
Bilaspur,8.6,1593,1,1,12,15.0,148.51
Solan,5.0,1998,1,1,4,24.5,98.2
Palampur,7.8,2502,2,1,4,18.3,190.46
Dharamshala,7.5,2780,3,2,6,24.7,191.09
Bilaspur,7.6,2861,5,5,21,14.0,238.44
Mandi,7.3,1879,4,3,27,17.1,173.21
Bilaspur,9.7,3490,1,1,11,18.6,261.94
Kullu,6.6,3347,4,4,32,19.0,207.7
Bilaspur,8.1,3797,3,2,15,1.1,275.52
Bilaspur,7.9,2515,2,1,29,3.6,188.54
Palampur,4.7,771,4,3,21,6.1,116.84
Mandi,5.0,3459,2,1,28,7.2,177.58
Palampur,6.0,778,4,4,39,22.7,77.27
Palampur,4.9,1178,1,1,39,18.2,37.01
Mandi,5.6,1498,2,1,23,4.0,122.84
Kullu,5.7,1147,3,3,38,10.9,79.45
Bilaspur,7.2,3033,4,3,28,6.5,205.25
Solan,4.5,2041,5,5,10,20.8,143.66
Palampur,8.6,1267,2,2,37,23.0,106.25
Palampur,6.1,516,5,4,5,4.5,128.15
Bilaspur,7.9,1257,5,5,18,10.7,186.31
Kullu,3.6,2924,2,1,6,23.8,126.57
Mandi,6.3,3280,1,1,31,16.6,150.1
Palampur,3.2,1536,2,1,35,21.8,41.92
Shimla,7.7,756,4,3,32,9.3,121.98
Solan,5.4,2450,4,3,4,5.6,204.03
Palampur,9.6,3240,4,4,10,17.4,259.79
Mandi,5.3,745,4,3,13,3.9,137.09
Dharamshala,6.9,3284,1,1,4,21.1,190.79
Mandi,4.8,1097,3,3,21,19.0,70.52
Chamba,7.3,1402,5,4,1,8.0,173.59
Bilaspur,6.3,2680,2,1,24,12.7,175.87
Palampur,5.6,679,5,5,22,20.1,82.22
Shimla,4.4,1569,1,1,23,23.4,52.35
Dharamshala,3.8,986,5,5,36,9.1,102.06
Mandi,3.8,1251,4,3,31,19.9,90.67
Mandi,10.0,3206,4,4,10,5.3,292.1
Kullu,5.9,1300,4,4,22,22.6,99.48
Solan,3.0,652,5,4,32,17.3,46.28
Chamba,9.7,1251,2,1,34,4.2,140.17
Shimla,3.1,803,1,1,25,18.6,10.78
Shimla,5.9,2679,5,4,3,18.2,197.99
Solan,8.0,3904,1,1,17,18.7,232.9
Kullu,9.4,1086,4,3,34,8.9,146.74
Kullu,8.0,3051,2,2,2,18.6,228.63
Dharamshala,6.2,1769,5,5,23,20.8,139.47
Mandi,9.8,751,5,4,21,9.0,159.19
Shimla,3.3,2907,3,2,8,5.6,196.07
Kullu,9.9,1234,3,2,13,22.3,141.0
Palampur,8.9,2297,3,3,39,15.7,165.64
Shimla,9.5,2274,3,3,23,11.8,200.29
Kullu,4.8,2590,5,5,37,22.1,160.22
Kullu,4.0,972,2,2,18,3.8,90.87
Shimla,7.6,1378,5,4,33,20.4,140.98
Shimla,6.6,3080,4,3,24,12.5,203.83
Shimla,6.7,3764,5,4,36,1.5,275.8
Bilaspur,9.5,541,4,3,13,24.3,115.01
Dharamshala,7.3,1948,5,5,15,19.6,184.27
Palampur,5.2,3584,3,2,1,5.8,252.84
Solan,5.8,1504,3,2,9,23.1,94.95
Palampur,3.9,2066,2,1,5,23.4,101.31
Solan,4.3,3665,2,2,7,20.1,198.08
Solan,4.0,3891,1,1,12,3.6,227.01
Mandi,8.7,2793,2,1,34,5.1,216.0
Kullu,7.9,2929,5,5,15,19.0,227.66
Bilaspur,6.7,2648,5,4,33,22.9,185.07
Dharamshala,5.6,1492,4,3,32,5.8,121.91
Chamba,7.7,3603,2,1,39,11.8,186.56
Kullu,8.7,619,3,2,20,4.3,129.03
Shimla,9.2,704,4,3,33,12.2,136.07
Dharamshala,6.8,2606,1,1,16,16.2,142.98
Shimla,8.7,3431,5,4,25,1.0,267.36
Shimla,6.6,3349,5,5,32,16.3,196.57
Bilaspur,6.3,2872,5,4,5,16.2,226.91
Bilaspur,9.1,1817,1,1,2,11.6,156.71
Kullu,5.7,1759,5,5,6,22.4,156.02
Dharamshala,5.8,1989,4,4,28,3.8,163.63
Kullu,5.1,1397,3,3,18,1.8,126.88
Chamba,6.6,1966,1,1,11,12.6,126.61
Palampur,6.8,866,3,2,30,13.6,90.77
Shimla,7.6,1619,2,1,0,7.0,158.91
Palampur,6.0,3793,5,5,6,24.1,240.6
Dharamshala,4.5,2974,2,2,18,6.7,181.44
Shimla,9.1,996,2,1,36,7.1,125.44
Shimla,5.4,1501,5,4,29,20.4,120.74
Chamba,9.5,1408,1,1,27,23.1,108.51
Solan,4.5,1485,5,4,28,13.6,102.14
Bilaspur,6.9,2918,5,4,12,1.0,260.2
Mandi,6.8,3632,2,2,17,9.2,237.05
Solan,8.8,2985,4,4,35,6.0,233.45
Solan,4.0,2209,4,3,29,13.0,126.15
Kullu,9.4,1062,3,2,23,17.2,157.43
Bilaspur,6.7,1000,4,3,3,10.1,127.35
Chamba,7.1,3349,1,1,29,13.7,190.42
Solan,6.6,2871,3,2,14,19.1,193.62
Bilaspur,3.3,2286,3,3,15,6.5,142.92
Solan,6.5,2520,3,3,26,5.3,184.59
Mandi,4.8,3469,5,4,15,20.2,201.93
Palampur,5.4,3348,5,5,22,1.4,248.04
Shimla,7.5,805,4,4,0,4.2,175.36
Shimla,6.5,1882,3,3,7,0.8,186.77
Bilaspur,3.7,649,3,2,21,14.1,87.4
Shimla,3.5,1846,1,1,38,15.2,54.88
Shimla,4.3,2729,3,2,30,13.5,158.89
Shimla,4.3,1229,2,2,16,10.6,95.45
Shimla,7.3,1025,5,5,38,13.5,122.18
Dharamshala,4.2,2218,4,4,11,5.3,191.57
Solan,9.2,2337,5,5,35,20.7,170.25
Shimla,4.5,2999,5,5,16,24.5,180.11
Dharamshala,3.6,549,3,3,3,13.7,60.5
Chamba,9.1,1367,3,2,0,9.7,175.17
Palampur,5.1,3229,4,4,39,19.9,160.04
Shimla,6.0,2886,3,2,25,5.2,182.84
Dharamshala,9.7,3648,2,1,5,8.4,255.91
Bilaspur,9.6,3351,4,4,39,23.5,221.71
Bilaspur,8.0,3436,3,3,1,5.1,273.0
Chamba,3.5,2287,5,5,13,3.2,179.65
Dharamshala,7.2,3854,2,1,29,13.9,225.07
Palampur,9.9,1955,3,2,2,14.9,207.73
Bilaspur,9.6,3660,3,2,36,15.1,234.37
Dharamshala,3.7,1871,5,5,27,4.5,185.16
Bilaspur,5.8,2054,3,2,37,18.2,123.69
Bilaspur,5.2,2899,1,1,33,6.4,183.17
Chamba,3.9,1894,2,1,32,23.7,57.34
Mandi,7.9,1014,5,5,9,6.1,179.5
Dharamshala,4.9,3636,2,2,8,0.9,220.69
Kullu,5.4,2085,2,2,9,14.4,135.64
Bilaspur,3.6,3744,1,1,6,5.5,197.42
Solan,6.5,1896,4,4,26,15.9,182.1
Dharamshala,4.1,3904,1,1,2,6.1,212.34
Dharamshala,6.0,2610,2,2,17,11.0,166.64
Solan,4.0,3189,4,3,23,4.9,181.49
Mandi,9.7,3144,5,4,21,11.0,271.88
Bilaspur,4.0,1206,2,2,19,3.8,85.83
Palampur,6.7,3354,2,2,8,8.8,237.31
Dharamshala,4.4,3807,1,1,4,5.4,197.84
Dharamshala,3.5,2813,3,3,39,20.5,113.08
Bilaspur,4.4,3814,5,4,18,18.4,196.16
Shimla,3.4,3461,2,1,23,4.6,174.78
Mandi,4.0,2831,2,1,22,2.5,162.0
Palampur,6.5,2170,2,1,14,1.1,170.53
Shimla,7.6,3500,5,5,28,6.1,257.87
Bilaspur,3.6,1149,3,3,15,12.3,97.77
Chamba,6.1,2464,4,3,16,10.3,212.88
Mandi,7.1,3355,4,4,32,24.3,197.16
Kullu,4.6,3804,4,4,12,19.9,205.09
Bilaspur,5.6,1434,3,3,27,2.4,133.28
Mandi,3.5,828,3,2,26,4.4,68.29
Shimla,4.5,1666,3,2,1,1.2,167.78
Bilaspur,6.3,3523,1,1,27,3.9,210.92
Chamba,9.9,2333,3,2,32,13.5,170.6
Dharamshala,10.0,694,5,5,10,2.4,207.89
Palampur,9.9,917,1,1,36,2.0,139.47
Palampur,6.0,1686,5,5,0,3.4,217.99
Palampur,3.6,1699,3,2,7,16.9,98.89
Kullu,5.3,973,2,2,37,1.0,92.0
Solan,4.7,2229,1,1,34,24.3,61.2
Palampur,3.1,2176,4,4,30,9.8,126.97
Kullu,3.7,1197,1,1,24,8.7,68.62
Mandi,6.2,1312,3,3,8,12.1,125.18
Dharamshala,5.4,2825,1,1,19,13.2,156.77
Solan,4.3,3832,5,5,22,10.8,237.02
Solan,8.0,3987,1,1,3,12.4,250.2
Solan,5.5,2457,5,4,23,8.8,203.79
Kullu,9.0,634,3,2,3,8.4,143.1
Bilaspur,4.7,3642,1,1,5,1.2,225.62
Bilaspur,6.8,3826,4,4,6,17.0,238.47
Palampur,4.3,1473,5,4,7,15.6,136.54
Kullu,6.5,1901,2,1,3,16.9,135.65
Chamba,4.1,590,5,5,38,23.6,51.16
Palampur,4.1,3304,4,4,32,12.1,167.12
Kullu,7.3,3214,4,4,20,22.1,212.57
Mandi,4.8,572,2,1,14,11.4,35.54
Solan,4.2,2958,1,1,7,12.2,167.14
Chamba,9.5,1941,3,3,37,16.0,157.75
Bilaspur,3.3,2409,5,4,31,5.8,161.36
Dharamshala,7.0,1264,3,2,30,5.8,119.34
Solan,6.8,3353,4,3,18,13.0,215.39
Mandi,4.8,1915,4,3,1,2.2,176.4
Dharamshala,6.2,3440,2,1,25,6.3,209.51
Bilaspur,3.6,1018,1,1,19,19.9,41.26
Chamba,8.0,2557,5,4,11,11.9,231.24
Kullu,4.6,1585,4,4,12,1.2,147.32
Chamba,4.4,3880,3,2,2,2.0,274.65
Kullu,5.2,2449,3,3,34,23.0,122.3
Shimla,9.3,3018,5,5,6,23.9,238.37
Solan,8.6,801,4,3,32,16.2,115.88
Chamba,9.6,2869,4,3,38,5.0,238.08
Dharamshala,7.6,853,4,3,1,9.5,148.53
Bilaspur,7.6,1764,2,1,24,8.0,142.27
Kullu,6.4,1278,4,3,2,19.7,142.62
Mandi,9.3,507,5,4,33,13.7,143.34
Kullu,6.6,2552,2,1,20,19.6,122.53
Kullu,5.5,1343,3,3,0,9.3,155.81
Bilaspur,7.5,2294,4,3,30,21.8,154.33
Shimla,6.8,3173,3,3,30,11.0,204.93
Mandi,3.9,1123,5,4,36,10.7,105.34
Shimla,5.7,2984,3,3,19,12.5,157.17
Palampur,5.2,1539,2,2,37,15.0,90.23
Mandi,8.9,1658,1,1,26,22.4,128.68
Mandi,5.7,2519,5,5,21,11.7,183.48
Solan,8.8,2689,4,3,14,23.3,184.89
Chamba,6.1,2793,3,2,11,10.1,215.23
Kullu,8.3,1183,3,2,24,8.5,117.81
Solan,3.9,2528,3,3,29,7.7,151.97
Solan,9.5,1422,5,5,1,1.0,246.87
Dharamshala,6.4,1469,4,4,16,21.3,129.07
Palampur,4.8,3815,5,4,1,2.4,285.43
Solan,4.7,853,5,4,15,8.7,111.09
Mandi,4.9,1946,4,4,31,6.6,150.64
Bilaspur,5.6,2037,3,3,27,18.7,113.65
Palampur,8.0,1357,2,1,4,23.3,112.13
Dharamshala,9.6,3248,4,3,28,20.5,227.84
Dharamshala,7.7,2204,4,4,0,8.3,202.01
Shimla,6.8,3017,3,3,0,11.7,233.38
Dharamshala,6.1,1854,1,1,36,6.6,84.08
Kullu,8.8,3638,5,4,1,23.1,275.43
Solan,8.9,3053,5,4,10,3.4,286.85
Bilaspur,5.1,1666,2,1,5,23.8,86.4
Solan,9.7,3867,3,2,23,20.4,235.39
Shimla,5.8,3527,1,1,20,17.9,172.25
Palampur,8.6,2571,5,4,33,19.5,201.42
Dharamshala,9.8,557,2,2,39,8.8,107.67
Dharamshala,7.9,2569,2,2,29,7.7,171.46
Palampur,4.1,2917,3,3,18,9.8,175.39
Shimla,7.1,1776,2,1,1,4.9,175.89
Chamba,3.8,1003,4,4,36,18.8,58.53
Kullu,8.5,2476,5,5,22,12.1,209.55
Shimla,5.0,3305,5,4,8,22.2,206.73
Kullu,7.9,1617,3,3,21,22.0,140.88
Kullu,9.4,2097,1,1,15,4.3,199.22
Shimla,4.3,503,5,4,14,5.9,106.2
Solan,5.8,2963,2,1,18,10.6,198.47
Palampur,7.5,3531,5,4,30,3.4,266.09
Bilaspur,5.9,3217,2,1,6,17.4,178.84
Shimla,4.2,2003,3,2,38,18.6,77.89
Chamba,3.2,657,3,2,2,18.2,58.02
Shimla,5.8,2222,3,3,5,12.0,155.24
Kullu,7.5,3791,1,1,27,21.2,190.4
Shimla,7.0,792,3,2,5,15.3,116.52
Dharamshala,4.1,1248,3,3,31,24.8,64.27
Bilaspur,6.2,3429,5,5,29,20.5,191.13
Chamba,5.6,2488,3,3,17,18.2,155.79
Solan,4.9,1096,5,4,18,3.5,135.45
Dharamshala,8.1,584,2,1,39,20.9,52.96
Shimla,5.2,1937,2,1,31,8.0,118.76
Solan,6.8,2582,1,1,25,10.8,157.07
Chamba,9.5,3440,4,3,5,11.8,296.87
Bilaspur,6.8,3593,1,1,23,8.6,225.13
Bilaspur,7.3,2102,2,1,1,3.2,219.45
Chamba,3.5,1978,5,4,10,5.4,163.46
Mandi,4.2,3759,4,3,27,20.2,182.47
Dharamshala,3.7,3219,3,3,16,16.5,158.09
Dharamshala,8.4,1232,5,5,39,23.6,112.83
Kullu,8.9,2884,4,4,37,20.6,205.07
Palampur,4.3,3003,5,4,3,10.4,225.94
Chamba,4.5,1318,4,3,35,19.8,81.38
Chamba,5.3,3922,3,2,34,14.6,193.14
